;NOMBRE;NOMBRE-VIA;TIPO DE LUGAR;DISTRITO;DISTANCIA_SEDES;name;address;DISTANCIA_BICIS;DISTANCIA TOTAL
49;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Casa Encendida;Ronda de Atocha nº 34;POINT (4497985.820157095 -412087.9126322365);9709.898298751807
80;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Cuesta de Moyano;Cuesta de Claudio Moyano;POINT (4498342.365354158 -411274.8252089514);9762.048933987026
195;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Ventas;Avenida de los Toreros nº 49;POINT (4500922.216817189 -408326.4087308961);9764.76405356772
50;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Museo Reina Sofía;Calle Santa Isabel nº 57;POINT (4498238.994075007 -411426.4565993208);9778.581988605985
61;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Narváez;Calle O'Donnell nº 28;POINT (4499689.475908094 -409402.7382164072);9789.885425167431
51;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Ronda de Atocha;Ronda de Atocha nº 2;POINT (4498149.070190343 -411445.88881518);9848.437091485695
216;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Condesa de Venadito;Calle Condesa de Venadito nº 2;POINT (4502110.864075982 -407417.8011451731);9883.703810997882
67;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Puerta del Ángel Caído;Avenida de Alfonso XII nº 54;POINT (4498399.249613952 -410921.7669230159);9892.947157000886
242;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Avenida Brasilia;Avenida de Brasilia frente al nº 9;POINT (4501388.400580734 -407813.7926315135);9914.642139011636
185;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Doctor Esquerdo-Hermosilla;Calle Hermosilla nº 135;POINT (4500161.103194738 -408748.450314312);9926.230722964065
214;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Marqués de Vadillo;Glorieta Marqués de Vadillo nº 9;POINT (4497112.284980891 -414019.4641230708);9935.059563437924
183;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Retiro-Ibiza;Calle Ibiza nº 18;POINT (4499339.008755229 -409559.6430178796);9944.27778114756
62;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);O'Donnell;Calle O'Donnell nº 50;POINT (4499680.180730613 -409100.6977278018);10005.702095440502
172;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Paseo de la Esperanza;Paseo de la Esperanza nº 21;POINT (4497418.747539046 -412655.1780668597);10019.735517442326
78;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Atocha A;Paseo de la Infanta Isabel nº 3;POINT (4498149.949614321 -411078.3283173373);10026.76319364534
170;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Batalla del Salado;Paseo Santa María de la Cabeza nº 29;POINT (4497805.271074978 -411713.1769888433);10032.81990056778
79;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Atocha B;Paseo de la Infanta Isabel nº 3;POINT (4498141.233298192 -411066.93898348);10040.015823140022
189;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Alcalá-Ventas;Calle Alejandro González nº 1;POINT (4500665.558599217 -408140.4923668496);10068.449895451282
68;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Puerta del Doce de Octubre;Avenida de Menéndez Pelayo nº 63;POINT (4499011.206250691 -409706.0066634584);10100.018572591434
100;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Jorge Juan;Calle Jorge Juan nº 131;POINT (4499884.763690793 -408727.6354291702);10129.003180567583
123;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Santa María de la Cabeza;Paseo de Santa María de la Cabeza nº 58;POINT (4497506.979367448 -412031.0881022502);10170.413743396375
122;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Palos de la Frontera;Calle Palos de la Frontera nº 27;POINT (4497665.965864199 -411552.5652782198);10228.709148476451
233;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Derechos Humanos;Calle Derechos Humanos nº 12;POINT (4501721.99507542 -407234.376241853);10233.588391751351
186;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Marqués de Zafra;Paseo Marqués de Zafra nº 24;POINT (4500201.734808877 -408298.5218119435);10237.756011853815
176;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Madrid Río-Yeserías;Paseo de Yeserías nº 45;POINT (4497022.939957581 -412896.8681331253);10314.554356462251
69;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Doce de Octubre;Calle Doce de Octubre nº 28;POINT (4499083.742030892 -409255.7168794902);10336.670589648607
175;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Puente Praga;Paseo de la Esperanza nº 59;POINT (4497104.804311111 -412435.4978604175);10390.575992972017
173;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Embajadores-Cáceres;Calle Embajadores nº 101;POINT (4497279.598175554 -411988.9549765445);10395.76980113265
63;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Ibiza;Calle Ibiza nº 62;POINT (4499302.685205384 -408922.1198014586);10401.199817484034
190;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Puente de Ventas;Avenida de Daroca nº 2;POINT (4500779.972771854 -407601.3513700205);10433.353133194287
72;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Puerta del Pacífico ;Avenida de Menéndez Pelayo nº 73;POINT (4498616.845822606 -409567.4737630713);10493.884961557505
174;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Delicias;Calle Bustamante nº 1;POINT (4497406.368811669 -411452.8942303291);10505.573061477573
82;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Pío Baroja;Calle Pío Baroja nº 10;POINT (4498787.921616057 -409327.7550764658);10513.490363906778
191;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Avenida Donostiarra;Calle Virgen de la Alegría nº 18;POINT (4501217.591954061 -407203.832539026);10520.105960956322
229;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);San Delfín;Calle San Delfín nº 9;POINT (4496684.715677296 -413065.9012525069);10586.787843284503
187;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Quinta Fuente del Berro;Calle Sancho Dávila esquina Paseo Marqués de Zafra;POINT (4500099.688231667 -407877.1179508124);10626.86844416117
73;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Menéndez Pelayo;Avenida de Menéndez Pelayo con calle Poeta Esteban Villegas;POINT (4498229.209091766 -409768.541185142);10679.33157661674
232;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Carlota O’Neill;Calle Carlota O'Neill nº 32;POINT (4502172.693570442 -406475.0626355441);10694.629940486202
70;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Sainz de Baranda;Calle Doctor Esquerdo nº 99;POINT (4499059.741548677 -408731.1380408341);10708.842450893244
184;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Parque Roma;Calle Alcalde Sáinz de Baranda frente al nº 107;POINT (4499385.384455094 -408351.1946310046);10745.894567956968
177;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Jaime el Conquistador;Calle Jaime el Conquistador nº 30;POINT (4496886.885275933 -411979.6627116289);10761.084101087568
120;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Juan Martín;Calle Juan Martín el Empecinado nº 16;POINT (4497394.368570562 -410856.9225789598);10793.172449936847
130;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Paseo de las Delicias;Paseo de las Delicias nº 92;POINT (4497002.590754665 -411555.4321470031);10825.606205740913
77;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Puerta de Granada;Avenida de Menéndez Pelayo nº 38;POINT (4497880.177960332 -409980.8866722427);10840.919675051104
121;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Méndez Álvaro;Calle Méndez Álvaro nº 11;POINT (4497454.547887285 -410642.8684987454);10846.806925548413
74;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Puerta de Mariano de Cavia;Avenida del Mediterráneo nº 19;POINT (4498101.180545405 -409395.0078781822);11006.294300967997
224;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Antonio López;Calle Eugenio Caxes frente al nº 12;POINT (4496393.172202316 -412467.5245335224);11048.645707811462
71;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Plaza de los Astros;Avenida de Nazaret nº 7;POINT (4498581.757919108 -408700.4734607235);11080.854467703592
231;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);C.D. Concepción;Calle Jose del Hierro nº 5;POINT (4501443.047273415 -406408.1503400223);11090.146418892456
129;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Entrada Matadero;Paseo de la Chopera nº 14;POINT (4496515.067044735 -411897.7056421987);11136.120092355768
180;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Junta Municipal Retiro;Calle León Gil de Palacio nº 3;POINT (4497632.503225266 -409807.6392248363);11143.15846523004
178;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Beata;Calle Alicante nº 3;POINT (4496667.340976191 -411468.3886933023);11166.570457638081
81;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Niño Jesús;Calle Doctor Esquerdo nº 161;POINT (4498248.701134604 -408794.5866454305);11269.571702489671
235;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Marqués de Corbera 12;Avenida Marqués de Corbera nº 12;POINT (4499863.558323819 -407210.9141479095);11294.617870237
234;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);José María Pereda;Calle José María de Pereda nº 1;POINT (4500949.897795491 -406427.3401920618);11321.313233925039
75;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Conde de Casal;Plaza del Conde de Casal nº 8;POINT (4498014.30681479 -408869.2570486475);11401.453889818917
179;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Legazpi;Calle Bolívar nº 3;POINT (4496358.117694666 -411521.0631924721);11427.379133226363
215;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Glorieta de Cádiz;Calle Antonio López nº 129;POINT (4496077.347674986 -412187.6512511889);11440.115808973873
236;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Marqués de Corbera 52;Avenida Marqués de Corbera nº 52;POINT (4500224.793884521 -406706.6915793895);11484.391464387178
83;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Valderribas;Calle Doctor Esquerdo nº 191;POINT (4497669.227525279 -409112.4214819339);11521.040179528478
76;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Pedro Bosch;Calle Cerro de la Plata nº 2;POINT (4497395.259126488 -409312.9971696778);11621.631083985745
237;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Embajadores 191;Calle Sodio nº 1B;POINT (4496111.70572105 -411093.2163689994);11828.33172544275
220;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Camino Vinateros;Calle Camino de los Vinateros nº 28;POINT (4498479.622286306 -407460.1888912669);12015.974298768579
182;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Méndez Álvaro;Calle Retama nº 5;POINT (4496654.962248815 -409479.0711555289);12138.59823846835
217;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Gutierre de Cetina;Calle Gutierre de Cetina nº 77;POINT (4500614.284841758 -405586.6676448087);12214.9886260446
181;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Puente de Vallecas;Avenida de la Albufera nº 6;POINT (4497081.694384822 -408738.5225282509);12215.06449413158
227;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Doctor Lozano;Calle Sierra Toledana nº 33;POINT (4497583.871680976 -407727.6876039797);12473.40603456401
228;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Sierra Toledana;Camino de Valderribas nº 94;POINT (4497197.81342333 -407793.364764792);12719.081714903106
230;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Concordia;Calle Arroyo del Olivar nº 6;POINT (4496620.562211088 -408368.8797354235);12805.834267397917
222;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Plaza del Encuentro;Calle Arroyo de las Pilillas nº 6;POINT (4497994.269306446 -406727.3295997782);12881.304837384714
221;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Marroquina;Calle Camino de los Vinateros nº 108;POINT (4498227.372320169 -406222.8087328799);13098.895937741108
223;Campo de Golf del Centro Nacional de Golf;ARROYO DEL MONTE;SEDES. Centros con espacios deportivos;FUENCARRAL-EL PARDO;POINT (4506826.154319164 -416104.2065551275);Pavones;Calle Hacienda de Pavones nº 342;POINT (4497348.393620864 -404872.003688147);14696.60944229175
