,NOMBRE,NOMBRE-VIA,DISTRITO,LATITUD,LONGITUD,DISTANCIA_SEDES
371,Instalación Deportiva Municipal Básica Montecarmelo,MONASTERIO DE EL PAULAR,FUENCARRAL-EL PARDO,40.500438927851775,-3.700512809058562,POINT (4508488.238352534 -412225.8923046865)
372,Instalación Deportiva Municipal Básica Montecarmelo McDonald´s,MONTECARMELO,FUENCARRAL-EL PARDO,40.50184008646731,-3.6969247603864392,POINT (4508644.214616137 -411825.6388499913)
373,Instalación Deportiva Municipal Básica Mozart,MOZART,MONCLOA-ARAVACA,40.4242665417876,-3.7212709022034463,POINT (4500008.767123362 -414541.5277932953)
374,Instalación Deportiva Municipal Básica Nevado de Cumbal,NEVADO DEL CUMBAL,HORTALEZA,40.46928001670359,-3.63118145043629,POINT (4505019.644229845 -404492.1363112412)
375,Instalación Deportiva Municipal Básica Nicolasa Gómez,NICOLASA GOMEZ,SAN BLAS-CANILLEJAS,40.44448358264842,-3.615148388183279,POINT (4502259.317817334 -402703.7694999352)
376,Instalación Deportiva Municipal Básica Novecento,NOVECENTO,PUENTE DE VALLECAS,40.37746079137422,-3.653695563861612,POINT (4494798.374821147 -407003.4689966841)
377,Instalación Deportiva Municipal Básica Nuestra Señora de la Paloma,SAN FRANCISCO,CENTRO,40.41119640568488,-3.712232920009733,POINT (4498553.806227809 -413533.3036267371)
378,Instalación Deportiva Municipal Básica Nuestra Señora de Loreto,TIMON,BARAJAS,40.472636002948775,-3.585807144623962,POINT (4505393.230909768 -399431.0575085046)
379,Instalación Deportiva Municipal Básica Nueva Esperanza,ANOETA,VILLAVERDE,40.35262335736215,-3.69377598291594,POINT (4492033.484314311 -411474.3882432663)
380,Instalación Deportiva Municipal Básica Ontanilla,LOS POBLADOS,CARABANCHEL,40.37450904700692,-3.728526373827137,POINT (4494469.788141227 -415350.9130424303)
381,Instalación Deportiva Municipal Básica Orcasur,ORCASUR,USERA,40.36548482367132,-3.70183444457642,POINT (4493465.216194704 -412373.3235955553)
382,Instalación Deportiva Municipal Básica Orión-Jupiter,ORION,BARAJAS,40.47625087283375,-3.579998848197848,POINT (4505795.636384648 -398783.2146473987)
383,Instalación Deportiva Municipal Básica Oscar y Jesús,SOLEDAD CAZORLA,LATINA,40.37554983576344,-3.770874016639184,POINT (4494585.648215626 -420075.1445103016)
384,Instalación Deportiva Municipal Básica Oyarzun,OYARZUN,USERA,40.36828992969283,-3.7159977494418186,POINT (4493777.479168639 -413953.2846124354)
385,Instalación Deportiva Municipal Básica Pablo Casals,ERMITA DEL SANTO,LATINA,40.41221418658154,-3.7238765894181416,POINT (4498667.105078963 -414832.2048621289)
386,Instalación Deportiva Municipal Básica Pádel - Madrid Las Tablas,CAMINO DE SANTIAGO,FUENCARRAL-EL PARDO,40.50272219093648,-3.674088278900579,POINT (4508742.410036471 -409278.2250624698)
387,Instalación Deportiva Municipal Básica Padre Claret,PADRE CLARET,CHAMARTIN,40.44961759191476,-3.6641939594197392,POINT (4502830.833114591 -408174.5321380146)
388,Instalación Deportiva Municipal Básica Padre Damián,PADRE DAMIAN,CHAMARTIN,40.45666161091837,-3.685964172263653,POINT (4503614.969723212 -410602.9750294837)
389,Instalación Deportiva Municipal Básica Palomeras Bajas,PUERTO DE BALBARAN,PUENTE DE VALLECAS,40.37819745002066,-3.660405647355635,POINT (4494880.379286557 -407751.9562104901)
390,Instalación Deportiva Municipal Básica PAR Manuel Noya,MANUEL NOYA,USERA,40.38907128615593,-3.7120469132313434,POINT (4496090.849188105 -413512.5539123771)
391,Instalación Deportiva Municipal Básica PAR Rafaela Ybarra,RAFAELA YBARRA,USERA,40.38063517341089,-3.711168779281528,POINT (4495151.745413052 -413414.5950218)
392,Instalación Deportiva Municipal Básica Parque Adelfas,MARTINEZ CORROCHANO esquina  con calle Luis Mitjans,RETIRO,40.40327621720137,-3.668687789801956,POINT (4497672.134878838 -408675.8090391169)
393,Instalación Deportiva Municipal Básica Parque Agustín Rodríguez Sahagún I,CAPITAN BLANCO ARGIBAY,TETUAN,40.46757296045154,-3.709596082138284,POINT (4504829.615597112 -413239.155439156)
394,Instalación Deportiva Municipal Básica Parque Agustín Rodríguez Sahagún II,SINESIO DELGADO,TETUAN,40.47406445678991,-3.687898995406082,POINT (4505552.245663986 -410818.8052578716)
395,Instalación Deportiva Municipal Básica Parque Alfredo Kraus,MAR ADRIATICO,HORTALEZA,40.470138614017166,-3.638880685402964,POINT (4505115.22284559 -405350.9390089742)
396,Instalación Deportiva Municipal Básica Parque Aluche,VALMOJADO,LATINA,40.39675520974048,-3.757541291696218,POINT (4496946.219648832 -418587.7435473942)
397,Instalación Deportiva Municipal Básica Parque Arroyo Fresno,VENTISQUERO DE LA CONDESA,FUENCARRAL-EL PARDO,40.49284296962057,-3.7169069720385446,POINT (4507642.66015015 -414054.7121061926)
398,Instalación Deportiva Municipal Básica Parque Arroyo Pozuelo I,ARROYO DE POZUELO,MONCLOA-ARAVACA,40.451500510488586,-3.772885180717082,POINT (4503040.438651435 -420299.5122800191)
399,Instalación Deportiva Municipal Básica Parque Boadilla,BOADILLA DEL MONTE,LATINA,40.39882092157157,-3.76670867691338,POINT (4497176.173637994 -419610.4560866996)
400,Instalación Deportiva Municipal Básica Parque Breogán,BRASILIA,SALAMANCA,40.43714103865148,-3.660887719467943,POINT (4501441.949558469 -407805.7299467587)
401,Instalación Deportiva Municipal Básica Parque Calle Onil,NAVIA,LATINA,40.38610150059709,-3.7692152839405386,POINT (4495760.254171929 -419890.094779825)
402,Instalación Deportiva Municipal Básica Parque Caramuel,SEPULVEDA,LATINA,40.40646058007316,-3.7291064770611655,POINT (4498026.616532225 -415415.6268358156)
403,Instalación Deportiva Municipal Básica Parque Cedral,RODRIGUEZ ILLANES,CIUDAD LINEAL,40.462882951414265,-3.665044100462656,POINT (4504307.526179266 -408269.3633094305)
404,Instalación Deportiva Municipal Básica Parque Cerro Almodóvar,CERRO DE ALMODOVAR,VILLA DE VALLECAS,40.38168820146643,-3.602327770076511,POINT (4495268.967959986 -401273.7492888264)
405,Instalación Deportiva Municipal Básica Parque Cerro Almodovar,CERRO ALMODOVAR,DISTRITO,40.39490618723927,-3.748188333818695,POINT (4496740.387405531 -417544.339616559)
406,Instalación Deportiva Municipal Básica Parque Cuña Verde,DAROCA,VICALVARO,40.40969329689759,-3.618025439807104,POINT (4498386.480923 -403024.6805131175)
407,Instalación Deportiva Municipal Básica Parque Darwin,MORATALAZ,MORATALAZ,40.40636372950178,-3.654976847656905,POINT (4498015.835175936 -407146.3914559268)
408,Instalación Deportiva Municipal Básica Parque de Atenas,VIRGEN DEL PUERTO,CENTRO,40.41761845138696,-3.720185155062114,POINT (4499268.705085215 -414420.407678255)
409,Instalación Deportiva Municipal Básica Parque de Berlín,MARCENADO,CHAMARTIN,40.44894781410388,-3.674069559283149,POINT (4502756.27378974 -409276.1369124383)
410,Instalación Deportiva Municipal Básica Parque de Comillas,ANTONIO DE LEYVA,CARABANCHEL,40.39308760343943,-3.715247014237789,POINT (4496537.943582969 -413869.5371133575)
411,Instalación Deportiva Municipal Básica Parque de la Alcazaba,EL FERROL,FUENCARRAL-EL PARDO,40.47439527561677,-3.7032857055134234,POINT (4505589.072247337 -412535.2151348026)
412,Instalación Deportiva Municipal Básica Parque de la Arganzuela,YESERIAS,ARGANZUELA,40.39698206031797,-3.7049351249517386,POINT (4496971.472539604 -412719.2120388693)
413,Instalación Deportiva Municipal Básica Parque de la Cornisa,ROSARIO,CENTRO,40.40963177567964,-3.713877154857581,POINT (4498379.632412345 -413716.7240326414)
414,Instalación Deportiva Municipal Básica Parque de la Ventilla,VIA LIMITE,TETUAN,40.47345238657359,-3.695336575110429,POINT (4505484.110319175 -411648.4743670484)
415,Instalación Deportiva Municipal Básica Parque de la Vicalvarada,VEREDA DEL PINAR,VICALVARO,40.41079351896063,-3.607616723630345,POINT (4498508.957082817 -401863.6802162137)
416,Instalación Deportiva Municipal Básica Parque de las Cruces,POBLADOS,CARABANCHEL,40.37699575251428,-3.7537977166449226,POINT (4494746.60693206 -418170.1137966771)
417,Instalación Deportiva Municipal Básica Parque de las Cruces I,ROMPEDIZO,LATINA,40.37720878002907,-3.7625290993275855,POINT (4494770.321046531 -419144.1815122773)
418,Instalación Deportiva Municipal Básica Parque de las Cruces II,VIDAUBA,LATINA,40.38268060798509,-3.7633919044762303,POINT (4495379.442148303 -419240.4360569348)
419,Instalación Deportiva Municipal Básica Parque de los Carneros,BAJA DE LA IGLESIA,MONCLOA-ARAVACA,40.45601148525373,-3.782631360506098,POINT (4503542.598065273 -421386.8146300846)
420,Instalación Deportiva Municipal Básica Parque de Roma I,JUAN ESPLANDIU,RETIRO,40.41604342375633,-3.662189960446734,POINT (4499093.373811387 -407950.9912695627)
421,Instalación Deportiva Municipal Básica Parque de Roma III,ALCALDE SAINZ DE BARANDA,RETIRO,40.41909788049616,-3.665261052668208,POINT (4499433.394380315 -408293.5638162031)
422,Instalación Deportiva Municipal Básica Parque de San Isidro - Gorrión,GORRION,CARABANCHEL,40.39630479229722,-3.729515382797533,POINT (4496896.079408403 -415461.2426067158)
423,Instalación Deportiva Municipal Básica Parque de San Isidro - Vicente Quesada,VICENTE QUESADA,CARABANCHEL,40.396901588702576,-3.7305941211312255,POINT (4496962.514480355 -415581.5821323322)
424,Instalación Deportiva Municipal Básica Parque de Skateboard Ignacio Echeverría,CHOPERA,ARGANZUELA,40.3933877847248,-3.698565632659468,POINT (4496571.359610802 -412008.6809808511)
425,Instalación Deportiva Municipal Básica Parque de Villa Rosa,EL PEDERNOSO,HORTALEZA,40.46658460115245,-3.629846894727888,POINT (4504719.591943216 -404343.2755074984)
426,Instalación Deportiva Municipal Básica Parque del Cementerio,BARBARA DE BRAGANZA,CENTRO,40.423889584580586,-3.694048986151304,POINT (4499966.804439026 -411504.8420932299)
427,Instalación Deportiva Municipal Básica Parque del Oeste,CAMOENS,MONCLOA-ARAVACA,40.430092287929895,-3.723207635665132,POINT (4500657.286217413 -414757.5797387243)
428,Instalación Deportiva Municipal Básica Parque Deportivo Doctor García Tapia 1,CARMEN AMAYA,MORATALAZ,40.412165904142334,-3.656506372334948,POINT (4498661.730302417 -407317.0045330551)
429,Instalación Deportiva Municipal Básica Parque Deportivo Doctor García Tapia 2,CARMEN AMAYA,MORATALAZ,40.4121646993816,-3.6567185117699,POINT (4498661.596189066 -407340.6679609488)
430,Instalación Deportiva Municipal Básica Parque Doña Guiomar II,ESTACION DE HORTALEZA,HORTALEZA,40.47600256074518,-3.6551340067790528,POINT (4505767.994409391 -407163.9219876659)
431,Instalación Deportiva Municipal Básica Parque Doña Guiomar III,MONÓVAR,HORTALEZA,40.47645416086136,-3.656518693476812,POINT (4505818.266304366 -407318.378914108)
432,Instalación Deportiva Municipal Básica Parque El Calero,VIRGEN DE NURIA,CIUDAD LINEAL,40.43628667197228,-3.6526968257803736,POINT (4501346.84189479 -406892.0636063458)
433,Instalación Deportiva Municipal Básica Parque Estafeta,ESTAFETA,USERA,40.37401825584634,-3.692570044259999,POINT (4494415.153519145 -411339.8644005501)
434,Instalación Deportiva Municipal Básica Parque Eugenia de Montijo,PARQUE EUGENIA DE MONTIJO,CARABANCHEL,40.378270955401405,-3.754424500702019,POINT (4494888.561868113 -418240.0371182689)
435,Instalación Deportiva Municipal Básica Parque Gabriela Mistral,ROSALIA DE CASTRO,FUENCARRAL-EL PARDO,40.48446752254184,-3.7336783173806616,POINT (4506710.30964618 -415925.6429497581)
436,Instalación Deportiva Municipal Básica Parque General García Escámez,ANSELMO LORENZO,LATINA,40.38272961974866,-3.769589261985271,POINT (4495384.898112867 -419931.8160802569)
437,Instalación Deportiva Municipal Básica Parque Huerta de la Salud,MAR DE LAS ANTILLAS,HORTALEZA,40.475722025270905,-3.646658003339625,POINT (4505736.765343245 -406218.4588370245)
438,Instalación Deportiva Municipal Básica Parque Huerta del Obispo,JUAN PEÑALVER,VILLAVERDE,40.346421062891125,-3.713682325360813,POINT (4491343.048052047 -413694.9900724593)
439,Instalación Deportiva Municipal Básica Parque Juan Pablo II,PICEAS,HORTALEZA,40.45716098978023,-3.61980435885098,POINT (4503670.560323827 -403223.1045436471)
440,Instalación Deportiva Municipal Básica Parque la Milanera (La Coma),RAMON GOMEZ DE LA SERNA,FUENCARRAL-EL PARDO,40.48459542261755,-3.72483060450493,POINT (4506724.54741748 -414938.6300953944)
441,Instalación Deportiva Municipal Básica Parque La Viña,CONCEJO DE TEVERGA,PUENTE DE VALLECAS,40.38641877802191,-3.672043768859728,POINT (4495795.573333302 -409050.162770214)
442,Instalación Deportiva Municipal Básica Parque Luis Buñuel,LUIS BUÑUEL,PUENTE DE VALLECAS,40.387331578974056,-3.64463649187668,POINT (4495897.18587049 -405992.9689059273)
443,Instalación Deportiva Municipal Básica Parque Madrid Sur,LA DILIGENCIA,PUENTE DE VALLECAS,40.383292552889394,-3.661115147599702,POINT (4495447.563543444 -407831.0989007173)
444,Instalación Deportiva Municipal Básica Parque Manoteras - Vélez Rubio,BACARES,DISTRITO,40.47727672099341,-3.66392377192171,POINT (4505909.833279412 -408144.3933967885)
445,Instalación Deportiva Municipal Básica Parque Manuel Azaña,VIRGEN DE LA PAZ,CIUDAD LINEAL,40.43223738609814,-3.6597904281119016,POINT (4500896.077453203 -407683.3303425974)
446,Instalación Deportiva Municipal Básica Parque Marchamalo,MARCHAMALO,PUENTE DE VALLECAS,40.39753890847985,-3.647856496992466,POINT (4497033.460593434 -406352.1453088027)
447,Instalación Deportiva Municipal Básica Parque Martala I,PICO DE LOS ARTILLEROS,MORATALAZ,40.40890578131284,-3.6402341225344186,POINT (4498298.815089114 -405501.9074234944)
448,Instalación Deportiva Municipal Básica Parque Martala II,PICO DE LOS ARTILLEROS,MORATALAZ,40.40689300555575,-3.639284014096078,POINT (4498074.753916753 -405395.9280666868)
449,Instalación Deportiva Municipal Básica Parque Meseta,COOPERATIVAS,USERA,40.3673502443602,-3.7076605178679096,POINT (4493672.873875905 -413023.2372534986)
450,Instalación Deportiva Municipal Básica Parque Norte,Arzobispo Morcillo,FUENCARRAL-EL PARDO,40.50393528202896,-3.660586880454314,POINT (4508877.450719171 -407772.1722299736)
451,Instalación Deportiva Municipal Básica Parque Olof Palme,CERECINOS,USERA,40.38493457007619,-3.7122978851036135,POINT (4495630.352060552 -413540.5507138842)
452,Instalación Deportiva Municipal Básica Parque Plata y Castañar,LOS FERROVIARIOS,VILLAVERDE,40.34867826813893,-3.7158020843006376,POINT (4491594.318990849 -413931.4573805474)
453,Instalación Deportiva Municipal Básica Parque Pradolongo,PRADOLONGO,USERA,40.37663024615052,-3.7119630453827375,POINT (4494705.918949764 -413503.1981585092)
454,Instalación Deportiva Municipal Básica Parque Rafael Finat,DAMASQUILLO,LATINA,40.382518789271934,-3.7660643557917455,POINT (4495361.428571554 -419538.5753378549)
455,Instalación Deportiva Municipal Básica Parque San Blas,ALBAIDA,SAN BLAS-CANILLEJAS,40.43147962796436,-3.62093644615012,POINT (4500811.724203606 -403349.3799278775)
456,Instalación Deportiva Municipal Básica Parque San Luciano,SAN LUCIANO,VILLAVERDE,40.362851102048886,-3.697873422713208,POINT (4493172.031644803 -411931.4637266869)
457,Instalación Deportiva Municipal Básica Parque Santa Adela,SANTA ADELA,HORTALEZA,40.479644201807766,-3.648385573479989,POINT (4506173.380038129 -406411.161421844)
458,Instalación Deportiva Municipal Básica Parque Sector Surbatán,SEPULVEDA,LATINA,40.40436959754291,-3.744793029127447,POINT (4497793.8494217 -417165.5665616115)
459,Instalación Deportiva Municipal Básica Parque Supermanzana 7,FERMIN CABALLERO,FUENCARRAL-EL PARDO,40.485480168010525,-3.702646262123085,POINT (4506823.036824107 -412463.8837018794)
460,Instalación Deportiva Municipal Básica Parque Tanatorio (Salvador Madariaga),SALVADOR DE MADARIAGA,CIUDAD LINEAL,40.439387584092685,-3.65714841286524,POINT (4501692.033853027 -407388.6219739074)
461,Instalación Deportiva Municipal Básica Parque Z,MARROQUINA,MORATALAZ,40.41028156820145,-3.645562579322765,POINT (4498451.966984994 -406096.2694664474)
462,Instalación Deportiva Municipal Básica paseo de la Vaguada,VAGUADA,FUENCARRAL-EL PARDO,40.48016602497203,-3.711297805142757,POINT (4506231.46912706 -413428.9882984352)
463,Instalación Deportiva Municipal Básica Paseo del Polideportivo,VIVERO DE LA PILARICA,VICALVARO,40.4080356871113,-3.602653807821838,POINT (4498201.956645656 -401310.1155043391)
464,Instalación Deportiva Municipal Básica Patrimonio Humanidad,PATRIMONIO DE LA HUMANIDAD,CARABANCHEL,40.36130109566346,-3.7594290655278826,POINT (4492999.485723251 -418798.3425197738)
465,Instalación Deportiva Municipal Básica Peonías - José Miguel Vicens,PEONIAS,HORTALEZA,40.45063098748498,-3.617916808553848,POINT (4502943.64379344 -403012.5635881043)
466,Instalación Deportiva Municipal Básica Piedrahíta,PIEDRAHITA,CARABANCHEL,40.3763711378577,-3.74031455284556,POINT (4494677.075146548 -416665.959407361)
467,Instalación Deportiva Municipal Básica Pinar de la Elipa,JOSE LUIS DE ARRESE,CIUDAD LINEAL,40.42042743288963,-3.653286144553088,POINT (4499581.399475739 -406957.7998330535)
468,Instalación Deportiva Municipal Básica Pinos de Osuna,PINOS DE OSUNA,BARAJAS,40.45067715296623,-3.591878464060468,POINT (4502948.782911305 -400108.2416980059)
469,Instalación Deportiva Municipal Básica Pirineos,PIRINEOS,MONCLOA-ARAVACA,40.45764922875292,-3.716226091186498,POINT (4503724.910837652 -413978.7570567283)
470,Instalación Deportiva Municipal Básica Pista de Patinaje Anfevi,HACIENDA DE PAVONES,MORATALAZ,40.403438145048085,-3.640076254498283,POINT (4497690.160604279 -405484.2981069009)
471,Instalación Deportiva Municipal Básica Pista de Patinaje Avenida Niza,NIZA,SAN BLAS-CANILLEJAS,40.42658241694823,-3.606662437467681,POINT (4500266.569166983 -401757.2386948323)
472,Instalación Deportiva Municipal Básica pista de patinaje Planetario,PLANETARIO,ARGANZUELA,40.39404247407592,-3.681861516547769,POINT (4496644.239295995 -410145.3238385844)
473,Instalación Deportiva Municipal Básica Pista de Petanca Centro de Mayores La Vaguada,MONFORTE DE LEMOS,FUENCARRAL-EL PARDO,40.47876758357458,-3.7086993281311904,POINT (4506075.795342792 -413139.1196950942)
474,Instalación Deportiva Municipal Básica Pista de Petanca de Islas Jarvi,CASTIELLO DE JACA,FUENCARRAL-EL PARDO,40.50051587389093,-3.675482387492565,POINT (4508496.803946432 -409433.7362643678)
475,Instalación Deportiva Municipal Básica Pista de Petanca Parque Fuencarral,AFUERAS A VALVERDE,FUENCARRAL-EL PARDO,40.49892401860584,-3.687244155098763,POINT (4508319.599426678 -410745.7575297778)
476,Instalación Deportiva Municipal Básica Pista de Skate,CAPITAN BLANCO ARGIBAY,TETUAN,40.46913760683904,-3.7115353164247873,POINT (4505003.79123624 -413455.4835007364)
477,Instalación Deportiva Municipal Básica Pista Deportiva Palas del Rey,PALAS DE REY,FUENCARRAL-EL PARDO,40.50393528202896,-3.660586880454314,POINT (4508877.450719171 -407772.1722299736)
478,Instalación Deportiva Municipal Básica Pista Deportiva Parque de Begoña,LLANO CASTELLANO,FUENCARRAL-EL PARDO,40.483895554775785,-3.684471539316277,POINT (4506646.638485712 -410436.4715997384)
479,Instalación Deportiva Municipal Básica Pista Deportiva Parque Miguel Aracil,JOAQUIN LORENZO,FUENCARRAL-EL PARDO,40.474228324656366,-3.7273498394981854,POINT (4505570.487351437 -415219.6641216314)
480,Instalación Deportiva Municipal Básica Pista Deportiva P.A.R. La Alcazaba,SINESIO DELGADO,DISTRITO,40.46441766170416,-3.720521169144801,POINT (4504478.369347253 -414457.8915872473)
481,Instalación Deportiva Municipal Básica Pista P.A.R. Moralzarzal,MORALZARZAL,FUENCARRAL-EL PARDO,40.49398709862307,-3.712613875660898,POINT (4507770.02400811 -413575.8005913732)
482,Instalación Deportiva Municipal Básica Pistas de Petanca Dehesa de la Villa,FRANCOS RODRIGUEZ,TETUAN,40.45444788431354,-3.703537628987032,POINT (4503368.538804807 -412563.3178123476)
483,Instalación Deportiva Municipal Básica Plan Parcial,PLAN PARCIAL,USERA,40.37150107432453,-3.709517912115378,POINT (4494134.942153903 -413230.4353219717)
484,Instalación Deportiva Municipal Básica Plaza Arturo Barea,Arturo Barea,CENTRO,40.41246022343046,-3.714538784977571,POINT (4498694.493775701 -413790.5313867555)
485,Instalación Deportiva Municipal Básica Plaza Colonia Oroquieta,ANDALUCIA,VILLAVERDE,40.35259550841902,-3.692409706865038,POINT (4492030.384184144 -411321.978593677)
486,Instalación Deportiva Municipal Básica Plaza de Arteijo,ARTEIJO,FUENCARRAL-EL PARDO,40.47753278561133,-3.706471117652205,POINT (4505938.33826229 -412890.5562122819)
487,Instalación Deportiva Municipal Básica Plaza de Bami - Benidorm,JOSE VILLENA,CIUDAD LINEAL,40.43086574120876,-3.655438508692452,POINT (4500743.386642569 -407197.8880836705)
488,Instalación Deportiva Municipal Básica Plaza de la Orotava,LA OROTAVA,CIUDAD LINEAL,40.43187659610899,-3.634109110520359,POINT (4500855.914495328 -404818.6980720672)
489,Instalación Deportiva Municipal Básica Plaza de María Soledad Torres Acosta,María Soledad Torres Acosta,CENTRO,40.41246022343046,-3.714538784977571,POINT (4498694.493775701 -413790.5313867555)
490,Instalación Deportiva Municipal Básica Plaza de Sestao,SESTAO,USERA,40.37003619714949,-3.716240027654892,POINT (4493971.872772704 -413980.311726304)
491,Instalación Deportiva Municipal Básica Plaza del Campillo de Mundo Nuevo,Campillo del Mundo Nuevo,CENTRO,40.41246022343046,-3.714538784977571,POINT (4498694.493775701 -413790.5313867555)
492,Instalación Deportiva Municipal Básica Plaza Fonsagrada,FONSAGRADA,FUENCARRAL-EL PARDO,40.477264048276304,-3.70791408832815,POINT (4505908.422558998 -413051.5237963228)
493,Instalación Deportiva Municipal Básica Plaza Munguía,MUNGUIA,USERA,40.37123807139888,-3.712730825889534,POINT (4494105.664802142 -413588.8468111004)
494,Instalación Deportiva Municipal Básica Plaza Vallandes,CALESAS,USERA,40.39112392741988,-3.7049283470996777,POINT (4496319.34816839 -412718.4559516535)
495,Instalación Deportiva Municipal Básica poblado de Santa Ana,Braille,FUENCARRAL-EL PARDO,40.49452475361937,-3.694665369930073,POINT (4507829.875488521 -411573.6005037275)
496,Instalación Deportiva Municipal Básica Poblado Dirigido La Elipa,JOSE LUIS DE ARRESE,CIUDAD LINEAL,40.42181734986071,-3.656022586072076,POINT (4499736.124325206 -407263.0398522028)
497,Instalación Deportiva Municipal Básica Pobladura del Valle,POBLADURA DEL VALLE,SAN BLAS-CANILLEJAS,40.42474106519291,-3.620898051733735,POINT (4500061.590827211 -403345.0973318156)
498,Instalación Deportiva Municipal Básica Poeta Esteban Villegas,POETA ESTEBAN DE VILLEGAS,RETIRO,40.40875051210095,-3.683108580090566,POINT (4498281.53059951 -410284.4335371262)
499,Instalación Deportiva Municipal Básica Polígono 20,PADRE CLARET,CHAMARTIN,40.44961759191476,-3.6641939594197392,POINT (4502830.833114591 -408174.5321380146)
500,Instalación Deportiva Municipal Básica Polígono de África,VILLAESCUSA,CIUDAD LINEAL,40.4203329571052,-3.629721806497472,POINT (4499570.882479525 -404329.3227595139)
